alert_id,timestamp,asset_id,asset_type,asset_importance,event_type,ground_truth_validity,ground_truth_risk_level,is_valid_alert,risk_score,risk_level,suspected_attack_type,evidence_summary,explanation,recommended_actions,need_human_review,workflow_action,assigned_role,status,audit_log,closed_loop_completed,judgement_time_ms
A0011,2026-05-18T08:55:00,ASSET-WEB-01,web_server,high,abnormal_login,True,medium,True,56.81,medium,suspected_account_abuse,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""检测到行为标签：failed_login_burst""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 68.25, ""weight"": 0.25, ""contribution"": 17.06, ""evidence"": ""event_type is abnormal_login; behavior tags: failed_login_burst""}, ""threat_feature_score"": {""score"": 60.0, ""weight"": 0.2, ""contribution"": 12.0, ""evidence"": ""threat-like tags: failed_login_burst""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 60.0, ""weight"": 0.1, ""contribution"": 6.0, ""evidence"": ""similar simulated historical pattern for abnormal_login""}, ""final_assessment"": {""risk_score"": 56.81, ""risk_level"": ""medium"", ""reason"": ""weighted score falls into medium interval; event_type is abnormal_login; 0 related alerts used for contextual scoring""}}","[""生成普通工单"", ""复核资产、账号和业务窗口"", ""补充同源告警关联分析""]",False,create_ticket,soc_operator,ticket_opened,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0011"", ""2026-06-28T13:04:56+00:00 risk_level=medium, workflow_action=create_ticket"", ""2026-06-28T13:04:56+00:00 assigned_role=soc_operator, status=ticket_opened""]",False,0.0953
A0012,2026-05-18T09:00:00,ASSET-AD-01,identity_server,critical,abnormal_login,True,critical,True,76.8,high,suspected_account_abuse,"[""涉及 critical 重要性资产 ASSET-AD-01"", ""检测到行为标签：failed_login_burst, non_working_hours, sensitive_account"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 96.2, ""weight"": 0.25, ""contribution"": 24.05, ""evidence"": ""event_type is abnormal_login; behavior tags: failed_login_burst, non_working_hours, sensitive_account""}, ""threat_feature_score"": {""score"": 100.0, ""weight"": 0.2, ""contribution"": 20.0, ""evidence"": ""threat-like tags: failed_login_burst, non_working_hours, sensitive_account""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 60.0, ""weight"": 0.1, ""contribution"": 6.0, ""evidence"": ""similar simulated historical pattern for abnormal_login""}, ""final_assessment"": {""risk_score"": 76.8, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is abnormal_login; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0012"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1037
A0013,2026-05-18T09:31:00,ASSET-WEB-01,web_server,high,suspicious_web_file,True,high,True,69.36,high,suspected_webshell_metadata_event,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：suspicious_script, unusual_upload_path"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 91.25, ""weight"": 0.25, ""contribution"": 22.81, ""evidence"": ""event_type is suspicious_web_file; behavior tags: suspicious_script, unusual_upload_path""}, ""threat_feature_score"": {""score"": 90.0, ""weight"": 0.2, ""contribution"": 18.0, ""evidence"": ""script-like extension detected: .jsp; file path is located in an upload or temporary directory; behavior tag suspicious_script is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 69.36, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0013"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.2139
A0014,2026-05-18T09:38:00,ASSET-WEB-02,web_server,critical,suspicious_web_file,True,critical,True,77.99,high,suspected_webshell_metadata_event,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：obfuscated_pattern, suspicious_script"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 97.75, ""weight"": 0.25, ""contribution"": 24.44, ""evidence"": ""event_type is suspicious_web_file; behavior tags: obfuscated_pattern, suspicious_script""}, ""threat_feature_score"": {""score"": 100.0, ""weight"": 0.2, ""contribution"": 20.0, ""evidence"": ""script-like extension detected: .aspx; file path is located in an upload or temporary directory; behavior tag suspicious_script is present; behavior tag obfuscated_pattern is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 77.99, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0014"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1637
A0015,2026-05-18T09:45:00,ASSET-WEB-01,web_server,high,suspicious_web_file,True,high,True,71.17,high,suspected_webshell_metadata_event,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：abnormal_access_path, suspicious_script"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 94.5, ""weight"": 0.25, ""contribution"": 23.62, ""evidence"": ""event_type is suspicious_web_file; behavior tags: abnormal_access_path, suspicious_script""}, ""threat_feature_score"": {""score"": 95.0, ""weight"": 0.2, ""contribution"": 19.0, ""evidence"": ""script-like extension detected: .php; file path is located in an upload or temporary directory; behavior tag suspicious_script is present; abnormal access path after upload is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 71.17, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0015"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.163
A0016,2026-05-18T09:52:00,ASSET-WEB-02,web_server,critical,suspicious_web_file,True,high,True,72.55,high,suspected_webshell_metadata_event,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：external_callback_behavior, unusual_upload_path"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 88.0, ""weight"": 0.25, ""contribution"": 22.0, ""evidence"": ""event_type is suspicious_web_file; behavior tags: external_callback_behavior, unusual_upload_path""}, ""threat_feature_score"": {""score"": 85.0, ""weight"": 0.2, ""contribution"": 17.0, ""evidence"": ""script-like extension detected: .jspx; file path is located in an upload or temporary directory; simulated external callback behavior is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 72.55, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0016"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1575
A0017,2026-05-18T09:59:00,ASSET-OA-01,office_server,medium,suspicious_web_file,True,medium,True,56.42,medium,suspected_webshell_metadata_event,"[""涉及 medium 重要性资产 ASSET-OA-01"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：suspicious_script"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 81.5, ""weight"": 0.25, ""contribution"": 20.38, ""evidence"": ""event_type is suspicious_web_file; behavior tags: suspicious_script""}, ""threat_feature_score"": {""score"": 75.0, ""weight"": 0.2, ""contribution"": 15.0, ""evidence"": ""script-like extension detected: .asp; file path is located in an upload or temporary directory; behavior tag suspicious_script is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 56.42, ""risk_level"": ""medium"", ""reason"": ""weighted score falls into medium interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""生成普通工单"", ""复核资产、账号和业务窗口"", ""补充同源告警关联分析""]",False,create_ticket,soc_operator,ticket_opened,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0017"", ""2026-06-28T13:04:56+00:00 risk_level=medium, workflow_action=create_ticket"", ""2026-06-28T13:04:56+00:00 assigned_role=soc_operator, status=ticket_opened""]",False,0.1566
A0018,2026-05-18T10:06:00,ASSET-WEB-01,web_server,high,suspicious_web_file,True,high,True,69.36,high,suspected_webshell_metadata_event,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：abnormal_access_path, obfuscated_pattern"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 91.25, ""weight"": 0.25, ""contribution"": 22.81, ""evidence"": ""event_type is suspicious_web_file; behavior tags: abnormal_access_path, obfuscated_pattern""}, ""threat_feature_score"": {""score"": 90.0, ""weight"": 0.2, ""contribution"": 18.0, ""evidence"": ""script-like extension detected: .aspx; file path is located in an upload or temporary directory; behavior tag obfuscated_pattern is present; abnormal access path after upload is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 69.36, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0018"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1451
A0019,2026-05-18T10:13:00,ASSET-WEB-02,web_server,critical,suspicious_web_file,True,critical,True,77.99,high,suspected_webshell_metadata_event,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：external_callback_behavior, suspicious_script"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 97.75, ""weight"": 0.25, ""contribution"": 24.44, ""evidence"": ""event_type is suspicious_web_file; behavior tags: external_callback_behavior, suspicious_script""}, ""threat_feature_score"": {""score"": 100.0, ""weight"": 0.2, ""contribution"": 20.0, ""evidence"": ""script-like extension detected: .ashx; file path is located in an upload or temporary directory; behavior tag suspicious_script is present; simulated external callback behavior is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 77.99, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0019"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1554
A0020,2026-05-18T10:20:00,ASSET-WEB-01,web_server,high,suspicious_web_file,True,critical,True,73.55,high,suspected_webshell_metadata_event,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：abnormal_access_path, obfuscated_pattern, suspicious_script"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 100.0, ""weight"": 0.25, ""contribution"": 25.0, ""evidence"": ""event_type is suspicious_web_file; behavior tags: abnormal_access_path, obfuscated_pattern, suspicious_script""}, ""threat_feature_score"": {""score"": 100.0, ""weight"": 0.2, ""contribution"": 20.0, ""evidence"": ""script-like extension detected: .jsp; file path is located in an upload or temporary directory; behavior tag suspicious_script is present; behavior tag obfuscated_pattern is present; abnormal access path after upload is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 73.55, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0020"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1594
A0021,2026-05-18T10:27:00,ASSET-OA-01,office_server,medium,suspicious_web_file,True,medium,True,50.99,medium,suspected_webshell_metadata_event,"[""涉及 medium 重要性资产 ASSET-OA-01"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：unusual_upload_path""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 71.75, ""weight"": 0.25, ""contribution"": 17.94, ""evidence"": ""event_type is suspicious_web_file; behavior tags: unusual_upload_path""}, ""threat_feature_score"": {""score"": 60.0, ""weight"": 0.2, ""contribution"": 12.0, ""evidence"": ""script-like extension detected: .js; file path is located in an upload or temporary directory""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 50.99, ""risk_level"": ""medium"", ""reason"": ""weighted score falls into medium interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""生成普通工单"", ""复核资产、账号和业务窗口"", ""补充同源告警关联分析""]",False,create_ticket,soc_operator,ticket_opened,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0021"", ""2026-06-28T13:04:56+00:00 risk_level=medium, workflow_action=create_ticket"", ""2026-06-28T13:04:56+00:00 assigned_role=soc_operator, status=ticket_opened""]",False,0.1501
A0022,2026-05-18T10:34:00,ASSET-WEB-02,web_server,critical,suspicious_web_file,True,high,True,76.17,high,suspected_webshell_metadata_event,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：abnormal_access_path, suspicious_script"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 94.5, ""weight"": 0.25, ""contribution"": 23.62, ""evidence"": ""event_type is suspicious_web_file; behavior tags: abnormal_access_path, suspicious_script""}, ""threat_feature_score"": {""score"": 95.0, ""weight"": 0.2, ""contribution"": 19.0, ""evidence"": ""script-like extension detected: .jsp; file path is located in an upload or temporary directory; behavior tag suspicious_script is present; abnormal access path after upload is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 76.17, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0022"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1495
A0023,2026-05-18T10:41:00,ASSET-WEB-01,web_server,high,suspicious_web_file,True,medium,True,62.11,high,suspected_webshell_metadata_event,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：obfuscated_pattern"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 78.25, ""weight"": 0.25, ""contribution"": 19.56, ""evidence"": ""event_type is suspicious_web_file; behavior tags: obfuscated_pattern""}, ""threat_feature_score"": {""score"": 70.0, ""weight"": 0.2, ""contribution"": 14.0, ""evidence"": ""script-like extension detected: .aspx; file path is located in an upload or temporary directory; behavior tag obfuscated_pattern is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 62.11, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0023"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1504
A0024,2026-05-18T10:48:00,ASSET-WEB-02,web_server,critical,suspicious_web_file,True,critical,True,78.55,high,suspected_webshell_metadata_event,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""可疑 Web 文件场景仅基于文件元数据和行为标签进行仿真判断"", ""检测到行为标签：external_callback_behavior, obfuscated_pattern, suspicious_script"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 100.0, ""weight"": 0.25, ""contribution"": 25.0, ""evidence"": ""event_type is suspicious_web_file; behavior tags: external_callback_behavior, obfuscated_pattern, suspicious_script""}, ""threat_feature_score"": {""score"": 100.0, ""weight"": 0.2, ""contribution"": 20.0, ""evidence"": ""script-like extension detected: .php; file path is located in an upload or temporary directory; behavior tag suspicious_script is present; behavior tag obfuscated_pattern is present; simulated external callback behavior is present""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 68.0, ""weight"": 0.1, ""contribution"": 6.8, ""evidence"": ""similar simulated historical pattern for suspicious_web_file""}, ""final_assessment"": {""risk_score"": 78.55, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is suspicious_web_file; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""人工复核可疑文件元数据和 Web 访问日志"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0024"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.157
A0025,2026-05-18T11:45:00,ASSET-WEB-01,web_server,high,port_scan,True,high,True,72.25,high,reconnaissance_or_probe,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""检测到行为标签：external_probe, high_connection_frequency, multi_port_access"", ""威胁特征评分较高，需要人工结合日志复核""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 100.0, ""weight"": 0.25, ""contribution"": 25.0, ""evidence"": ""event_type is port_scan; behavior tags: external_probe, high_connection_frequency, multi_port_access""}, ""threat_feature_score"": {""score"": 100.0, ""weight"": 0.2, ""contribution"": 20.0, ""evidence"": ""threat-like tags: external_probe, high_connection_frequency, multi_port_access""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 55.0, ""weight"": 0.1, ""contribution"": 5.5, ""evidence"": ""similar simulated historical pattern for port_scan""}, ""final_assessment"": {""risk_score"": 72.25, ""risk_level"": ""high"", ""reason"": ""weighted score falls into high interval; event_type is port_scan; 0 related alerts used for contextual scoring""}}","[""进入人工复核"", ""收集相关日志和资产上下文"", ""确认后再执行真实处置操作""]",True,mandatory_human_review,security_analyst,pending_human_review,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0025"", ""2026-06-28T13:04:56+00:00 risk_level=high, workflow_action=mandatory_human_review"", ""2026-06-28T13:04:56+00:00 assigned_role=security_analyst, status=pending_human_review"", ""2026-06-28T13:04:56+00:00 high-risk event is not auto-closed and requires manual review""]",False,0.1145
